id,game_title,sub_title,game_system,genre,now_playing,game_status,game_hours,game_minutes,playtime_calc,add_date,start_date,beat_date,complete_date,game_notes
390,Devil May Cry 3,,PS2,Hack & Slash,N,Started,6,1/26/1900,Actual,41871,,,,
391,Final Fantasy Tactics,,PS,Turn-based tactics,N,Beaten,24,2/23/1900,Actual,8/20/2014,,42307,,
392,Star Wars: Knights of the Old Republic,,Steam,,N,Started,,,,41871,,,,
393,The Elder Scrolls V: Skyrim,,Steam,,N,Beaten,,,,8/20/2014,43344,43371,,
394,FEZ,,PS4,,N,Beaten,,,,8/21/2014,,41877,,
395,Bloodborne,,PS4,,N,Started,,,,,42322,,,
396,Code Vein,,PS4,,N,Wish List,,,,,,,,
397,Final Fantasy VII,,PS4,,N,Wish List,,,,,,,,
398,I Am Setsuna,,PS4,,N,Not Started,,,,43623,,,,
399,Kingdom Hearts III,,XB1,ARPG,N,Completed,57,1/25/1900,Actual,11/24/2019,5/7/2020,43961,43966,All achievements on Proud.
400,Naruto to Boruto: Shinobi Striker,,PS4,,N,Wish List,,,,,,,,
401,Ni no Kuni II,,PS4,,N,Not Started,,,,43623,,,,
402,Overwatch,,PS4,,N,Infinite,,,,,,,,
403,Shenmue III,,PS4,,N,Wish List,,,,,,,,
404,Spider-Man,,PS4,,N,Not Started,,,,43623,,,,
405,Star Ocean: Integrity and Faithlessness,,PS4,,N,Wish List,,,,,,,,
406,Destiny,,PS4,,N,Beaten,,,,9/11/2014,,41898,,
407,Crypt of the NecroDancer,,Steam,,N,Started,,,,41909,42081,,,
408,Super Smash Bros. for Nintendo 3DS,,3DS,Fighting,N,Beaten,9,2/1/1900,Actual,10/2/2014,,41919,,Almost done with Challenges page 2.
409,DRIVECLUB,,PS4,,N,Completed,,,,10/7/2014,10/11/2014,41924,41977,
410,Gauntlet,,Steam,,N,Not Started,,,,41956,,,,
411,Injustice: Gods Among Us Ultimate Edition,,Steam,,N,Not Started,,,,41956,,,,
412,Final Fantasy XIV: A Realm Reborn,,Steam,,N,Infinite,,,,41959,,,,
413,Grid Autosport,,Steam,,N,Beaten,,,,11/29/2014,41975,42778,,
414,Peggle 2,,PS4,,N,Completed,,,,12/27/2014,12/27/2014,42004,42371,
415,Lara Croft and the Temple of Osiris,,PS4,,N,Beaten,,,,12/31/2014,,42213,,
416,The Legend of Zelda: Majora's Mask 3D,,3DS,Action-adventure,N,Beaten,20,1/30/1900,Actual,3/18/2015,42081,42503,,Optional stuff.
417,Borderlands 2,,PS4,,N,Completed,,,,3/31/2015,3/31/2015,42304,42322,
418,Borderlands: The Pre-Sequel,,PS4,,N,Completed,,,,3/31/2015,,42295,42400,
419,Final Fantasy Type-0 HD,,PS4,,N,Completed,,,,3/31/2015,6/4/2015,42367,42367,
420,Jet Set Radio,,Steam,,N,Beaten,,,,4/11/2015,42105,42293,,
421,Valkyria Chronicles,,Steam,,N,Not Started,,,,42149,,,,
422,Tales from the Borderlands,,Steam,,N,Completed,,,,6/11/2015,10/18/2015,42295,42301,
423,A Story About My Uncle,,Steam,,N,Not Started,,,,42197,,,,
424,Antichamber,,Steam,,N,Completed,,,,7/12/2015,7/12/2015,42197,42197,
425,Brothers - A Tale of Two Sons,,Steam,,N,Not Started,,,,42197,,,,
426,Darksiders,,Steam,,N,Not Started,,,,42197,,,,
427,Darksiders II,,Steam,,N,Not Started,,,,42197,,,,
428,Dragon Age: Origins - Ultimate Edition,,Steam,,N,Not Started,,,,42197,,,,
429,Epic Battle Fantasy 4,,Steam,,N,Started,,,,42197,42293,,,
430,FEZ,,Steam,,N,Not Started,,,,42197,,,,
431,Freedom Planet,,Steam,,N,Started,,,,42197,42293,,,
432,Hero Siege,,Steam,,N,Not Started,,,,42197,,,,
433,Ikaruga,,Steam,,N,Not Started,,,,42197,,,,
434,Magicite,,Steam,,N,Not Started,,,,42197,,,,
435,Need for Speed: Hot Pursuit,,Steam,,N,Beaten,,,,7/12/2015,42308,42308,,
436,One Finger Death Punch,,Steam,,N,Not Started,,,,42197,,,,
437,Risk of Rain,,Steam,,N,Not Started,,,,42197,,,,
438,Robot Roller-Derby Disco Dodgeball,,Steam,,N,Not Started,,,,42197,,,,
439,RollerCoaster Tycoon 3: Platinum!,,Steam,,N,Not Started,,,,42197,,,,
440,Screencheat,,Steam,,N,Not Started,,,,42197,,,,
441,Shadowrun Returns,,Steam,,N,Not Started,,,,42197,,,,
442,Shadowrun: Dragonfall - Director's Cut,,Steam,,N,Not Started,,,,42197,,,,
443,The Legend of Korra,,Steam,,N,Beaten,,,,7/12/2015,42211,42211,,
444,Transistor,,Steam,,N,Not Started,,,,42197,,,,
445,Trine 2,,Steam,,N,Not Started,,,,42197,,,,
446,Ys Origin,,Steam,,N,Not Started,,,,42197,,,,
447,Rocket League,,PS4,,N,Completed,,,,8/11/2015,8/11/2015,42227,42227,
448,Battleground Z,,3DS,,Y,Beaten,,,,8/30/2015,42246,42322,,"24/26 rare zombies, 21/22 tickets."
449,Ultimate Angler,,3DS,,Y,Beaten,,,,8/30/2015,42246,42727,,"8/9 islands, 140/160 species, 20/22 tickets."
450,Mighty Gunvolt,,Steam,,N,Not Started,,,,42248,,,,
451,Star Wars Battlefront,,PS4,,N,Completed,,,,11/14/2015,11/14/2015,42329,42351,
452,Dragon Age: Inquisition,,PS4,,N,Not Started,,,,42340,,,,
453,Gauntlet: Slayer Edition,,PS4,,N,Completed,,,,12/9/2015,12/9/2015,42351,42361,
454,Sportsfriends,,PS4,,N,Completed,,,,12/19/2015,12/19/2015,42357,42361,
455,DRIVECLUB BIKES,,PS4,,N,Completed,,,,12/27/2015,12/27/2015,42369,42370,
456,ibb & obb,,Steam,,N,Beaten,,,,1/1/2016,42370,42375,,
457,Dark Souls II: Scholar of the First Sin,,PS4,,N,Not Started,,,,42371,,,,
458,Orcs Must Die! 2,,Steam,,N,Beaten,,,,1/7/2016,42376,42386,,
459,Need for Speed,,PS4,,N,Completed,,,,2/5/2016,2/20/2016,42421,42424,
460,Project Cars,,PS4,,N,Completed,,,,2/5/2016,2/5/2016,42815,43111,
461,Bravely Second,,3DS,JRPG,N,Beaten,66,2/12/1900,Actual,4/28/2016,42488,42533,,Beastiary and adventurer.
462,Mega Man Legacy Collection,,PS4,,N,Not Started,,,,42535,,,,
463,Need for Speed Rivals,,PS4,,N,Completed,,,,6/14/2016,10/29/2016,42672,42673,
464,Rayman Legends,,PS4,,N,Not Started,,,,42535,,,,
465,Tales of Zestiria,,PS4,,N,Infinite,,,,42535,43000,,,
466,DLC Quest,,Steam,,N,Beaten,,,,6/29/2016,42550,42554,,
467,Mario Tennis,,VC,Sports,N,Completed,92,1/13/1900,Actual,7/20/2016,7/20/2016,42571,42572,
468,Mighty No. 9,,Steam,,N,Not Started,,,,42632,,,,
469,1001 Spikes,,Steam,,N,Not Started,,,,42641,,,,
470,6180 the moon,,Steam,,N,Not Started,,,,42641,,,,
471,Big Pharma,,Steam,,N,Not Started,,,,42641,,,,
472,CastleStorm,,Steam,,N,Not Started,,,,42641,,,,
473,Chaos Reborn,,Steam,,N,Not Started,,,,42641,,,,
474,Chariot,,Steam,,N,Not Started,,,,42641,,,,
475,Cloudbuilt,,Steam,,N,Not Started,,,,42641,,,,
476,Darksiders II: Deathinitive Edition,,Steam,,N,Not Started,,,,42641,,,,
477,DeadCore,,Steam,,N,Not Started,,,,42641,,,,
478,Downwell,,Steam,,N,Not Started,,,,42641,,,,
479,EDGE,,Steam,,N,Not Started,,,,42641,,,,
480,Electronic Super Joy,,Steam,,N,Not Started,,,,42641,,,,
481,Fairy Fencer F,,Steam,,N,Not Started,,,,42641,,,,
482,Frozen Cortex,,Steam,,N,Not Started,,,,42641,,,,
483,Frozen Synapse,,Steam,,N,Not Started,,,,42641,,,,
484,Full Bore,,Steam,,N,Not Started,,,,42641,,,,
485,Geometry Dash,,Steam,,N,Not Started,,,,42641,,,,
486,Gurumin: A Monstrous Adventure,,Steam,,N,Not Started,,,,42641,,,,
487,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,,Steam,,N,Not Started,,,,42641,,,,
488,Half Minute Hero: The Second Coming,,Steam,,N,Not Started,,,,42641,,,,
489,Hell Yeah!,,Steam,,N,Not Started,,,,42641,,,,
490,Kairo,,Steam,,N,Not Started,,,,42641,,,,
491,Kingdom Rush,,Steam,,N,Not Started,,,,42641,,,,
492,Knights of Pen and Paper +1,,Steam,,N,Not Started,,,,42641,,,,
493,Lethal League,,Steam,,N,Not Started,,,,42641,,,,
494,Lux Delux,,Steam,,N,Not Started,,,,42641,,,,
495,Megabyte Punch,,Steam,,N,Not Started,,,,42641,,,,
496,Monaco,,Steam,,N,Not Started,,,,42641,,,,
497,Orcs Must Die!,,Steam,,N,Not Started,,,,42641,,,,
498,Out There Somewhere,,Steam,,N,Not Started,,,,42641,,,,
499,Polarity,,Steam,,N,Not Started,,,,42641,,,,
500,Qbeh-1: The Atlas Cube,,Steam,,N,Not Started,,,,42641,,,,
501,Reassembly,,Steam,,N,Not Started,,,,42641,,,,
502,RUSH,,Steam,,N,Not Started,,,,42641,,,,
503,Saints Row: The Third,,Steam,,N,Not Started,,,,42641,,,,
504,Sanctum 2,,Steam,,N,Not Started,,,,42641,,,,
505,Shattered Planet,,Steam,,N,Not Started,,,,42641,,,,
506,Sonic Adventure 2,,Steam,,N,Not Started,,,,42641,,,,
507,Sonic Adventure DX,,Steam,,N,Completed,,,,9/28/2016,9/28/2016,42657,42657,
508,Star Wars: Knights of the Old Republic II,,Steam,,N,Not Started,,,,42641,,,,
